object file;REPCXX.prep_and_parser;preprocessing;parsing;REPCXX.sema_and_rdt;RDT;REPCXX.lef_init;REPCXX.checkers;UsageRulesChecker;REPCXX.XPath;REPCXX.MIR_related;ast_to_mir converter;mir checksum;mir save;statNPD;REPCXX.metrics;REPCXX.call_graph;clef.processing_file;restore mir;clef.kbDInit;recv_cached_data;clef.kbDump;clef.kbDumpSocket;FormatString;GENERAL_KB;WRITEKB;UMR;NPDKB;NPD;ALLOCKB;ABVKB;TaintedAllocKB;TaintedAlloc;CheckLocAddrRet;AnalyzeModifiedGlobals;mir_function_init;ALLOCKB.XMRF;ALLOCKB.ALLOC;TaintedAlloc.SINKKB;REPCXX.lef_finalize;READKB;RNPD;RNC;MLK;TaintedString;INF_LOOP;mir_function_finalize;USAGE_RULES_FOR_CALLS;NPD.SRC;CheckIterator;TaintedStringKB;DBZ;TaintedAlloc.SOURCEKB;TaintedString.SINKKB;TaintedString.SOURCEKB;TaintedString.PROPKB;MallocSizeofPointer;FREE;rhReleaseKB;RETURN;TaintedString.ABV_NNTS;FREEKB;orderFunctionNodes;CheckInconsistentLabels;KWLEF.MAIN;KWLEF.statNPD;KWLEF.analysis loop;KBDB_SOCK_GET;CACHE_SOCK_GET;KBDB_SOCK_GET_ENT;KBDB_SOCK_GET_KB;KBDB_SOCK_UPD;KBDB_SOCK_UPD_KB;KBDB_SOCK_UPD_KB_RECV;KBDB_SOCK_UPD_KB_DBREAD;KBDB_SOCK_UPD_KB_DBWRITE;KBDB_SOCK_UPD_KB_SYNC;KWLEF.M2SOCK_INNER;KWLEF.M1SOCK_OUTER;KWLEF.finalizing cache;KWLEF.generated kb dump;KBDB_CACHE_WRITE;Concurrency;LINKER.ParsingOptions;LINKER.InitializationInv;LINKER.ReadingObjects;
infback.c_8.o;0.180;0.125;0.024;0.009;0.009;0.004;0.006;0.000;0.003;0.098;0.014;0.011;0.067;0.004;0.004;0.004;31.175;0.031;0.015;0.002;0.010;0.009;0.001;0.355;0.003;0.027;24.917;1.613;0.193;0.751;0.586;0.001;0.362;0.004;1.847;0.130;0.063;0.585;0.001;0.004;0.036;0.027;0.060;0.003;0.208;0.020;0.000;0.041;0.002;0.024;0.000;0.001;0.001;0.000;0.023;0.000;0.000;0.001;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
inffast.c_11.o;0.161;0.103;0.015;0.009;0.009;0.003;0.008;0.000;0.002;0.017;0.004;0.002;0.009;0.001;0.001;0.003;1.200;0.008;0.042;0.022;0.006;0.005;0.000;0.003;0.014;0.002;0.001;0.015;0.037;0.625;0.013;0.001;0.025;0.001;0.244;0.027;0.010;0.013;0.000;0.035;0.025;0.001;0.010;0.000;0.058;0.003;0.000;0.000;0.000;0.001;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
inflate.c_9.o;0.194;0.133;0.028;0.011;0.011;0.003;0.006;0.000;0.004;0.138;0.022;0.018;0.089;0.006;0.004;0.006;22.594;0.039;0.017;0.002;0.012;0.007;0.000;0.941;0.018;0.060;0.017;4.936;0.366;7.803;2.248;0.005;0.773;0.006;4.116;0.252;0.114;2.247;0.001;0.028;0.062;0.036;0.101;0.001;0.547;0.033;0.000;0.347;0.001;0.045;0.000;0.000;0.005;0.001;0.039;0.000;0.000;0.000;0.001;0.000;0.001;0.001;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
inftrees.c_10.o;0.167;0.122;0.013;0.008;0.008;0.005;0.004;0.000;0.002;0.021;0.004;0.003;0.013;0.000;0.002;0.003;3.436;0.010;0.056;0.024;0.004;0.003;0.000;0.080;0.005;0.037;0.647;0.010;0.038;2.104;0.041;0.000;0.026;0.000;0.210;0.030;0.008;0.041;0.000;0.014;0.006;0.001;0.004;0.000;0.092;0.003;0.000;0.008;0.001;0.001;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
kw_timers.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;35.301;0.007;34.855;0.100;0.001;0.050;0.048;0.123;0.088;0.001;0.011;0.010;0.060;0.259;34.616;0.004;0.009;0.022;0.000;0.000;0.000;0.000
minigzip.c_16.o;0.184;0.129;0.023;0.013;0.013;0.002;0.006;0.000;0.003;0.015;0.005;0.002;0.005;0.001;0.001;0.003;0.383;0.005;0.023;0.005;0.012;0.010;0.001;0.116;0.001;0.005;0.005;0.019;0.009;0.021;0.007;0.001;0.002;0.001;0.066;0.005;0.004;0.007;0.000;0.000;0.004;0.000;0.003;0.003;0.004;0.002;0.000;0.003;0.001;0.010;0.003;0.000;0.002;0.006;0.002;0.000;0.002;0.022;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
trees.c_12.o;0.206;0.138;0.032;0.018;0.018;0.006;0.006;0.001;0.003;0.084;0.017;0.010;0.051;0.003;0.003;0.004;5.450;0.042;0.370;0.005;0.016;0.009;0.000;0.470;0.026;0.013;0.256;0.034;0.099;3.539;0.117;0.001;0.039;0.003;0.184;0.072;0.027;0.116;0.001;0.053;0.048;0.034;0.021;0.005;0.028;0.005;0.000;0.007;0.000;0.002;0.000;0.001;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000
uncompr.c_13.o;0.147;0.086;0.020;0.002;0.002;0.004;0.013;0.001;0.000;0.006;0.001;0.001;0.002;0.001;0.001;0.001;0.061;0.002;0.016;0.002;0.009;0.008;0.000;0.002;0.000;0.000;0.001;0.001;0.001;0.002;0.001;0.000;0.000;0.000;0.003;0.001;0.000;0.001;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
zutil.c_14.o;0.174;0.129;0.015;0.012;0.012;0.002;0.004;0.000;0.002;0.005;0.002;0.000;0.001;0.000;0.001;0.004;0.329;0.001;0.244;0.022;0.010;0.007;0.000;0.001;0.000;0.000;0.001;0.001;0.001;0.002;0.002;0.000;0.000;0.000;0.000;0.000;0.001;0.001;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.001;0.000;0.001;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
total;3.445;2.462;0.389;0.227;0.227;0.115;0.147;0.006;0.043;0.718;0.145;0.081;0.429;0.026;0.040;0.094;79.604;0.229;1.094;0.152;0.235;0.158;0.010;6.577;0.424;0.191;25.974;6.953;1.737;18.091;3.957;0.020;1.481;0.025;7.745;0.757;0.980;3.950;0.005;0.612;0.332;0.113;0.433;0.027;1.444;0.107;0.002;0.718;0.009;0.245;0.015;0.006;0.024;0.091;0.130;0.001;0.084;0.085;0.002;0.003;0.014;0.004;0.001;35.301;0.007;34.855;0.100;0.001;0.050;0.048;0.123;0.088;0.001;0.011;0.010;0.060;0.259;34.616;0.004;0.009;0.022;0.001;0.002;0.044;0.083
